RF气象风险AUC,历史虫情模型AUC,视觉模型mAP@0.5,施药决策期气象权重,施药决策期历史权重,施药决策期视觉权重,喷幅_m,重叠系数,扫描线间距_m,最大载药量_L,最大续航_min,安全药量阈值_L,安全电量阈值_min,区域间速度_m_s,喷洒速度_m_s
0.8142,0.8053,0.83729,0.2653,0.2799,0.4548,6.0,0.82,4.92,30.0,25.0,3.0,3.0,6.0,3.0
